elevation	date	DATUM_ADJ
1250.37	3/26/1950	NGVD 29
1250.4	3/27/1950	NGVD 29
1250.45	3/28/1950	NGVD 29
1250.46	3/29/1950	NGVD 29
1250.46	3/30/1950	NGVD 29
1250.44	3/31/1950	NGVD 29
1250.44	4/1/1950	NGVD 29
1250.45	4/2/1950	NGVD 29
1250.47	4/3/1950	NGVD 29
1250.48	4/4/1950	NGVD 29
1250.49	4/5/1950	NGVD 29
1250.49	4/6/1950	NGVD 29
1250.48	4/7/1950	NGVD 29
1250.47	4/8/1950	NGVD 29
1250.48	4/9/1950	NGVD 29
1250.49	4/10/1950	NGVD 29
1250.54	4/11/1950	NGVD 29
1250.59	4/12/1950	NGVD 29
1250.6	4/13/1950	NGVD 29
1250.61	4/14/1950	NGVD 29
1250.62	4/15/1950	NGVD 29
1250.62	4/16/1950	NGVD 29
1250.62	4/17/1950	NGVD 29
1250.67	4/18/1950	NGVD 29
1250.75	4/19/1950	NGVD 29
1250.78	4/20/1950	NGVD 29
1250.78	4/21/1950	NGVD 29
1250.8	4/22/1950	NGVD 29
1250.84	4/23/1950	NGVD 29
1250.88	4/24/1950	NGVD 29
1250.94	4/25/1950	NGVD 29
1251.02	4/26/1950	NGVD 29
1251.06	4/27/1950	NGVD 29
1251.07	4/28/1950	NGVD 29
1251.1	4/29/1950	NGVD 29
1251.14	4/30/1950	NGVD 29
1251.15	5/1/1950	NGVD 29
1251.17	5/2/1950	NGVD 29
1251.22	5/3/1950	NGVD 29
1251.22	5/4/1950	NGVD 29
1251.35	5/5/1950	NGVD 29
1251.49	5/6/1950	NGVD 29
1251.55	5/7/1950	NGVD 29
1251.63	5/8/1950	NGVD 29
1251.73	5/9/1950	NGVD 29
1251.77	5/10/1950	NGVD 29
1252.02	5/11/1950	NGVD 29
1252.01	5/12/1950	NGVD 29
1252.01	5/13/1950	NGVD 29
1252	5/14/1950	NGVD 29
1252	5/15/1950	NGVD 29
1251.99	5/16/1950	NGVD 29
1251.99	5/17/1950	NGVD 29
1251.97	5/18/1950	NGVD 29
1251.94	5/19/1950	NGVD 29
1251.92	5/20/1950	NGVD 29
1251.9	5/21/1950	NGVD 29
1251.87	5/22/1950	NGVD 29
1251.85	5/23/1950	NGVD 29
1251.83	5/24/1950	NGVD 29
1251.8	5/25/1950	NGVD 29
1251.78	5/26/1950	NGVD 29
1252.25	5/27/1950	NGVD 29
1252.21	5/28/1950	NGVD 29
1252.18	5/29/1950	NGVD 29
1252.14	5/30/1950	NGVD 29
1252.1	5/31/1950	NGVD 29
1252.07	6/1/1950	NGVD 29
1252.03	6/2/1950	NGVD 29
1251.99	6/3/1950	NGVD 29
1251.96	6/4/1950	NGVD 29
1251.92	6/5/1950	NGVD 29
1251.89	6/6/1950	NGVD 29
1251.85	6/7/1950	NGVD 29
1251.81	6/8/1950	NGVD 29
1251.78	6/9/1950	NGVD 29
1251.74	6/10/1950	NGVD 29
1251.72	6/11/1950	NGVD 29
1251.77	6/12/1950	NGVD 29
1251.75	6/13/1950	NGVD 29
1251.78	6/14/1950	NGVD 29
1251.77	6/15/1950	NGVD 29
1251.73	6/16/1950	NGVD 29
1251.76	6/17/1950	NGVD 29
1251.76	6/18/1950	NGVD 29
1251.76	6/19/1950	NGVD 29
1251.75	6/20/1950	NGVD 29
1251.76	6/21/1950	NGVD 29
1251.75	6/22/1950	NGVD 29
1251.76	6/23/1950	NGVD 29
1251.75	6/24/1950	NGVD 29
1251.74	6/25/1950	NGVD 29
1251.72	6/26/1950	NGVD 29
1251.69	6/27/1950	NGVD 29
1251.65	6/28/1950	NGVD 29
1251.66	6/29/1950	NGVD 29
1251.67	6/30/1950	NGVD 29
1251.67	7/1/1950	NGVD 29
1251.66	7/2/1950	NGVD 29
1251.66	7/3/1950	NGVD 29
1251.65	7/4/1950	NGVD 29
1251.65	7/5/1950	NGVD 29
1251.64	7/6/1950	NGVD 29
1251.64	7/7/1950	NGVD 29
1251.63	7/8/1950	NGVD 29
1251.63	7/9/1950	NGVD 29
1251.62	7/10/1950	NGVD 29
1251.62	7/11/1950	NGVD 29
1251.62	7/12/1950	NGVD 29
1251.61	7/13/1950	NGVD 29
1251.61	7/14/1950	NGVD 29
1251.6	7/15/1950	NGVD 29
1251.6	7/16/1950	NGVD 29
1251.59	7/17/1950	NGVD 29
1251.59	7/18/1950	NGVD 29
1251.58	7/19/1950	NGVD 29
1251.58	7/20/1950	NGVD 29
1251.57	7/21/1950	NGVD 29
1251.53	7/22/1950	NGVD 29
1251.51	7/23/1950	NGVD 29
1251.5	7/24/1950	NGVD 29
1251.51	7/25/1950	NGVD 29
1251.5	7/26/1950	NGVD 29
1251.51	7/27/1950	NGVD 29
1251.5	7/28/1950	NGVD 29
1251.48	7/29/1950	NGVD 29
1251.47	7/30/1950	NGVD 29
1251.46	7/31/1950	NGVD 29
1251.44	8/1/1950	NGVD 29
1251.43	8/2/1950	NGVD 29
1251.44	8/3/1950	NGVD 29
1251.44	8/4/1950	NGVD 29
1251.45	8/5/1950	NGVD 29
1251.42	8/6/1950	NGVD 29
1251.4	8/7/1950	NGVD 29
1251.37	8/8/1950	NGVD 29
1251.32	8/9/1950	NGVD 29
1251.32	8/10/1950	NGVD 29
1251.34	8/11/1950	NGVD 29
1251.32	8/12/1950	NGVD 29
1251.28	8/13/1950	NGVD 29
1251.24	8/14/1950	NGVD 29
1251.21	8/15/1950	NGVD 29
1251.17	8/16/1950	NGVD 29
1251.15	8/17/1950	NGVD 29
1251.17	8/18/1950	NGVD 29
1251.03	8/19/1950	NGVD 29
1251	8/20/1950	NGVD 29
1251	8/21/1950	NGVD 29
1251	8/22/1950	NGVD 29
1250.97	8/23/1950	NGVD 29
1250.85	8/24/1950	NGVD 29
1250.86	8/25/1950	NGVD 29
1250.87	8/26/1950	NGVD 29
1250.84	8/27/1950	NGVD 29
1250.85	8/28/1950	NGVD 29
1250.84	8/29/1950	NGVD 29
1250.84	8/30/1950	NGVD 29
1250.86	8/31/1950	NGVD 29
1250.87	9/1/1950	NGVD 29
1250.89	9/2/1950	NGVD 29
1250.82	9/3/1950	NGVD 29
1250.86	9/4/1950	NGVD 29
1250.85	9/5/1950	NGVD 29
1250.83	9/6/1950	NGVD 29
1250.8	9/7/1950	NGVD 29
1250.77	9/8/1950	NGVD 29
1250.78	9/9/1950	NGVD 29
1250.79	9/10/1950	NGVD 29
1250.79	9/11/1950	NGVD 29
1250.74	9/12/1950	NGVD 29
1250.68	9/13/1950	NGVD 29
1250.65	9/14/1950	NGVD 29
1250.69	9/15/1950	NGVD 29
1250.7	9/16/1950	NGVD 29
1250.7	9/17/1950	NGVD 29
1250.74	9/18/1950	NGVD 29
1250.8	9/19/1950	NGVD 29
1250.82	9/20/1950	NGVD 29
1250.87	9/21/1950	NGVD 29
1250.79	9/22/1950	NGVD 29
1250.79	9/23/1950	NGVD 29
1250.79	9/24/1950	NGVD 29
1250.75	9/25/1950	NGVD 29
1250.74	9/26/1950	NGVD 29
1250.7	9/27/1950	NGVD 29
1250.6	9/28/1950	NGVD 29
1250.63	9/29/1950	NGVD 29
1250.7	9/30/1950	NGVD 29
1250.77	10/1/1950	NGVD 29
1250.82	10/2/1950	NGVD 29
1250.87	10/3/1950	NGVD 29
1250.9	10/4/1950	NGVD 29
1250.93	10/5/1950	NGVD 29
1250.95	10/6/1950	NGVD 29
1250.88	10/7/1950	NGVD 29
1250.87	10/8/1950	NGVD 29
1250.89	10/9/1950	NGVD 29
1250.85	10/10/1950	NGVD 29
1250.85	10/11/1950	NGVD 29
1250.84	10/12/1950	NGVD 29
1250.89	10/13/1950	NGVD 29
1250.88	10/14/1950	NGVD 29
1250.9	10/15/1950	NGVD 29
1250.85	10/16/1950	NGVD 29
1250.87	10/17/1950	NGVD 29
1250.87	10/18/1950	NGVD 29
1250.86	10/19/1950	NGVD 29
1250.87	10/20/1950	NGVD 29
1249.94	10/21/1950	NGVD 29
1250.85	10/22/1950	NGVD 29
1250.86	10/23/1950	NGVD 29
1250.75	10/24/1950	NGVD 29
1250.8	10/25/1950	NGVD 29
1250.8	10/26/1950	NGVD 29
1250.76	10/27/1950	NGVD 29
1250.75	10/28/1950	NGVD 29
1250.76	10/29/1950	NGVD 29
1250.76	10/30/1950	NGVD 29
1250.76	10/31/1950	NGVD 29
1250.72	11/1/1950	NGVD 29
1250.77	11/2/1950	NGVD 29
1250.76	11/3/1950	NGVD 29
1250.78	11/4/1950	NGVD 29
1250.78	11/5/1950	NGVD 29
1250.75	11/6/1950	NGVD 29
1250.72	11/7/1950	NGVD 29
1250.69	11/8/1950	NGVD 29
1250.51	11/9/1950	NGVD 29
1250.62	11/10/1950	NGVD 29
1250.68	11/11/1950	NGVD 29
1250.65	11/12/1950	NGVD 29
1250.66	11/13/1950	NGVD 29
1250.7	11/14/1950	NGVD 29
1250.67	11/15/1950	NGVD 29
1250.62	11/16/1950	NGVD 29
1250.73	11/17/1950	NGVD 29
1250.68	11/18/1950	NGVD 29
1250.62	11/19/1950	NGVD 29
1250.63	11/20/1950	NGVD 29
1250.64	11/21/1950	NGVD 29
1250.65	11/22/1950	NGVD 29
1250.56	11/23/1950	NGVD 29
1250.68	11/24/1950	NGVD 29
1250.69	11/25/1950	NGVD 29
1250.68	11/26/1950	NGVD 29
1250.68	11/27/1950	NGVD 29
1250.68	11/28/1950	NGVD 29
1250.65	11/29/1950	NGVD 29
1250.64	11/30/1950	NGVD 29
1250.63	12/1/1950	NGVD 29
1250.61	12/2/1950	NGVD 29
1250.62	12/3/1950	NGVD 29
1250.62	12/4/1950	NGVD 29
1250.63	12/5/1950	NGVD 29
1250.66	12/6/1950	NGVD 29
1250.69	12/7/1950	NGVD 29
1250.7	12/8/1950	NGVD 29
1250.71	12/9/1950	NGVD 29
1250.72	12/10/1950	NGVD 29
1250.74	12/11/1950	NGVD 29
1250.75	12/12/1950	NGVD 29
1250.76	12/13/1950	NGVD 29
1250.77	12/14/1950	NGVD 29
1250.77	12/15/1950	NGVD 29
1250.77	12/16/1950	NGVD 29
1250.77	12/17/1950	NGVD 29
1250.77	12/18/1950	NGVD 29
1250.77	12/19/1950	NGVD 29
1250.78	12/20/1950	NGVD 29
1250.78	12/21/1950	NGVD 29
1250.78	12/22/1950	NGVD 29
1250.77	12/23/1950	NGVD 29
1250.78	12/24/1950	NGVD 29
1250.78	12/25/1950	NGVD 29
1250.78	12/26/1950	NGVD 29
1250.78	12/27/1950	NGVD 29
1250.78	12/28/1950	NGVD 29
1250.78	12/29/1950	NGVD 29
1250.78	12/30/1950	NGVD 29
1250.78	12/31/1950	NGVD 29
1250.78	1/1/1951	NGVD 29
1250.78	1/2/1951	NGVD 29
1250.78	1/3/1951	NGVD 29
1250.78	1/4/1951	NGVD 29
1250.78	1/5/1951	NGVD 29
1250.78	1/6/1951	NGVD 29
1250.78	1/7/1951	NGVD 29
1250.77	1/8/1951	NGVD 29
1250.77	1/9/1951	NGVD 29
1250.76	1/10/1951	NGVD 29
1250.77	1/11/1951	NGVD 29
1250.76	1/12/1951	NGVD 29
1250.76	1/13/1951	NGVD 29
1250.75	1/14/1951	NGVD 29
1250.76	1/15/1951	NGVD 29
1250.77	1/16/1951	NGVD 29
1250.78	1/17/1951	NGVD 29
1250.77	1/18/1951	NGVD 29
1250.77	1/19/1951	NGVD 29
1250.77	1/20/1951	NGVD 29
1250.77	1/21/1951	NGVD 29
1250.77	1/22/1951	NGVD 29
1250.78	1/23/1951	NGVD 29
1250.78	1/24/1951	NGVD 29
1250.77	1/25/1951	NGVD 29
1250.77	1/26/1951	NGVD 29
1250.78	1/27/1951	NGVD 29
1250.78	1/28/1951	NGVD 29
1250.79	1/29/1951	NGVD 29
1250.79	1/30/1951	NGVD 29
1250.8	1/31/1951	NGVD 29
1250.79	2/1/1951	NGVD 29
1250.78	2/2/1951	NGVD 29
1250.78	2/3/1951	NGVD 29
1250.77	2/4/1951	NGVD 29
1250.77	2/5/1951	NGVD 29
1250.76	2/6/1951	NGVD 29
1250.76	2/7/1951	NGVD 29
1250.75	2/8/1951	NGVD 29
1250.76	2/9/1951	NGVD 29
1250.76	2/10/1951	NGVD 29
1250.76	2/11/1951	NGVD 29
1250.77	2/12/1951	NGVD 29
1250.77	2/13/1951	NGVD 29
1250.77	2/14/1951	NGVD 29
1250.77	2/15/1951	NGVD 29
1250.76	2/16/1951	NGVD 29
1250.76	2/17/1951	NGVD 29
1250.76	2/18/1951	NGVD 29
1250.76	2/19/1951	NGVD 29
1250.75	2/20/1951	NGVD 29
1250.75	2/21/1951	NGVD 29
1250.74	2/22/1951	NGVD 29
1250.75	2/23/1951	NGVD 29
1250.76	2/24/1951	NGVD 29
1250.78	2/25/1951	NGVD 29
1250.8	2/26/1951	NGVD 29
1250.83	2/27/1951	NGVD 29
1250.85	2/28/1951	NGVD 29
1250.89	3/1/1951	NGVD 29
1250.89	3/2/1951	NGVD 29
1250.95	3/3/1951	NGVD 29
1250.85	3/4/1951	NGVD 29
1250.95	3/5/1951	NGVD 29
1250.96	3/6/1951	NGVD 29
1250.97	3/7/1951	NGVD 29
1250.94	3/8/1951	NGVD 29
1250.95	3/9/1951	NGVD 29
1250.95	3/10/1951	NGVD 29
1250.92	3/11/1951	NGVD 29
1250.97	3/12/1951	NGVD 29
1250.98	3/13/1951	NGVD 29
1250.97	3/14/1951	NGVD 29
1250.97	3/15/1951	NGVD 29
1251.08	3/16/1951	NGVD 29
1250.98	3/17/1951	NGVD 29
1251	3/18/1951	NGVD 29
1251.03	3/19/1951	NGVD 29
1251.05	3/20/1951	NGVD 29
1251.03	3/21/1951	NGVD 29
1251.02	3/22/1951	NGVD 29
1251.01	3/23/1951	NGVD 29
1251.01	3/24/1951	NGVD 29
1251.01	3/25/1951	NGVD 29
1251.02	3/26/1951	NGVD 29
1251.03	3/27/1951	NGVD 29
1251.05	3/28/1951	NGVD 29
1251.05	3/29/1951	NGVD 29
1251.05	3/30/1951	NGVD 29
1251.05	3/31/1951	NGVD 29
1251.06	4/1/1951	NGVD 29
1251.06	4/2/1951	NGVD 29
1251.06	4/3/1951	NGVD 29
1251.04	4/4/1951	NGVD 29
1251.03	4/5/1951	NGVD 29
1251.03	4/6/1951	NGVD 29
1251.05	4/7/1951	NGVD 29
1251.07	4/8/1951	NGVD 29
1251.08	4/9/1951	NGVD 29
1251.09	4/10/1951	NGVD 29
1251.08	4/11/1951	NGVD 29
1251.09	4/12/1951	NGVD 29
1251.1	4/13/1951	NGVD 29
1251.13	4/14/1951	NGVD 29
1251.17	4/15/1951	NGVD 29
1251.2	4/16/1951	NGVD 29
1251.22	4/17/1951	NGVD 29
1251.23	4/18/1951	NGVD 29
1251.22	4/19/1951	NGVD 29
1251.22	4/20/1951	NGVD 29
1251.24	4/21/1951	NGVD 29
1251.26	4/22/1951	NGVD 29
1251.26	4/23/1951	NGVD 29
1251.27	4/24/1951	NGVD 29
1251.27	4/25/1951	NGVD 29
1251.28	4/26/1951	NGVD 29
1251.28	4/27/1951	NGVD 29
1251.28	4/28/1951	NGVD 29
1251.28	4/29/1951	NGVD 29
1251.31	4/30/1951	NGVD 29
1251.38	5/1/1951	NGVD 29
1251.45	5/2/1951	NGVD 29
1251.51	5/3/1951	NGVD 29
1251.5	5/4/1951	NGVD 29
1251.54	5/5/1951	NGVD 29
1251.62	5/6/1951	NGVD 29
1251.6	5/7/1951	NGVD 29
1251.58	5/8/1951	NGVD 29
1251.57	5/9/1951	NGVD 29
1251.55	5/10/1951	NGVD 29
1251.54	5/11/1951	NGVD 29
1251.56	5/12/1951	NGVD 29
1251.56	5/13/1951	NGVD 29
1251.56	5/14/1951	NGVD 29
1251.57	5/15/1951	NGVD 29
1251.58	5/16/1951	NGVD 29
1251.57	5/17/1951	NGVD 29
1251.58	5/18/1951	NGVD 29
1251.58	5/19/1951	NGVD 29
1251.58	5/20/1951	NGVD 29
1251.56	5/21/1951	NGVD 29
1251.54	5/22/1951	NGVD 29
1251.54	5/23/1951	NGVD 29
1251.54	5/24/1951	NGVD 29
1251.54	5/25/1951	NGVD 29
1251.55	5/26/1951	NGVD 29
1251.55	5/27/1951	NGVD 29
1251.55	5/28/1951	NGVD 29
1251.55	5/29/1951	NGVD 29
1251.55	5/30/1951	NGVD 29
1251.61	5/31/1951	NGVD 29
1251.62	6/1/1951	NGVD 29
1251.73	6/2/1951	NGVD 29
1251.63	6/3/1951	NGVD 29
1251.63	6/4/1951	NGVD 29
1251.64	6/5/1951	NGVD 29
1251.66	6/6/1951	NGVD 29
1251.69	6/7/1951	NGVD 29
1251.67	6/8/1951	NGVD 29
1251.67	6/9/1951	NGVD 29
1251.66	6/10/1951	NGVD 29
1251.66	6/11/1951	NGVD 29
1251.66	6/12/1951	NGVD 29
1251.67	6/13/1951	NGVD 29
1251.67	6/14/1951	NGVD 29
1251.67	6/15/1951	NGVD 29
1251.67	6/16/1951	NGVD 29
1251.66	6/17/1951	NGVD 29
1251.63	6/18/1951	NGVD 29
1251.63	6/19/1951	NGVD 29
1251.62	6/20/1951	NGVD 29
1251.68	6/21/1951	NGVD 29
1251.71	6/22/1951	NGVD 29
1251.75	6/23/1951	NGVD 29
1251.76	6/24/1951	NGVD 29
1251.81	6/25/1951	NGVD 29
1251.79	6/26/1951	NGVD 29
1251.8	6/27/1951	NGVD 29
1251.72	6/28/1951	NGVD 29
1251.72	6/29/1951	NGVD 29
1251.71	6/30/1951	NGVD 29
1251.71	7/1/1951	NGVD 29
1251.72	7/2/1951	NGVD 29
1251.81	7/3/1951	NGVD 29
1251.81	7/4/1951	NGVD 29
1251.83	7/5/1951	NGVD 29
1251.84	7/6/1951	NGVD 29
1251.81	7/7/1951	NGVD 29
1251.82	7/8/1951	NGVD 29
1251.8	7/9/1951	NGVD 29
1251.81	7/10/1951	NGVD 29
1251.8	7/11/1951	NGVD 29
1251.78	7/12/1951	NGVD 29
1251.78	7/13/1951	NGVD 29
1251.78	7/14/1951	NGVD 29
1251.91	7/15/1951	NGVD 29
1251.85	7/16/1951	NGVD 29
1251.82	7/17/1951	NGVD 29
1251.77	7/18/1951	NGVD 29
1251.75	7/19/1951	NGVD 29
1251.78	7/20/1951	NGVD 29
1251.76	7/21/1951	NGVD 29
1251.73	7/22/1951	NGVD 29
1251.72	7/23/1951	NGVD 29
1251.73	7/24/1951	NGVD 29
1251.72	7/25/1951	NGVD 29
1251.74	7/26/1951	NGVD 29
1251.74	7/27/1951	NGVD 29
1251.73	7/28/1951	NGVD 29
1251.72	7/29/1951	NGVD 29
1251.72	7/30/1951	NGVD 29
1251.7	7/31/1951	NGVD 29
1251.68	8/1/1951	NGVD 29
1251.66	8/2/1951	NGVD 29
1251.63	8/3/1951	NGVD 29
1251.61	8/4/1951	NGVD 29
1251.59	8/5/1951	NGVD 29
1251.57	8/6/1951	NGVD 29
1251.64	8/7/1951	NGVD 29
1251.57	8/8/1951	NGVD 29
1251.59	8/9/1951	NGVD 29
1251.6	8/10/1951	NGVD 29
1251.6	8/11/1951	NGVD 29
1251.6	8/12/1951	NGVD 29
1251.57	8/13/1951	NGVD 29
1251.57	8/14/1951	NGVD 29
1251.55	8/15/1951	NGVD 29
1251.55	8/16/1951	NGVD 29
1251.51	8/17/1951	NGVD 29
1251.52	8/18/1951	NGVD 29
1251.49	8/19/1951	NGVD 29
1251.53	8/20/1951	NGVD 29
1251.57	8/21/1951	NGVD 29
1251.6	8/22/1951	NGVD 29
1251.62	8/23/1951	NGVD 29
1251.62	8/24/1951	NGVD 29
1251.6	8/25/1951	NGVD 29
1251.56	8/26/1951	NGVD 29
1251.6	8/27/1951	NGVD 29
1251.63	8/28/1951	NGVD 29
1251.68	8/29/1951	NGVD 29
1251.69	8/30/1951	NGVD 29
1251.7	8/31/1951	NGVD 29
1251.65	9/1/1951	NGVD 29
1251.6	9/2/1951	NGVD 29
1251.55	9/3/1951	NGVD 29
1251.58	9/4/1951	NGVD 29
1251.59	9/5/1951	NGVD 29
1251.54	9/6/1951	NGVD 29
1251.58	9/7/1951	NGVD 29
1251.59	9/8/1951	NGVD 29
1251.57	9/9/1951	NGVD 29
1251.61	9/10/1951	NGVD 29
1251.61	9/11/1951	NGVD 29
1251.58	9/12/1951	NGVD 29
1251.53	9/13/1951	NGVD 29
1251.52	9/14/1951	NGVD 29
1251.52	9/15/1951	NGVD 29
1251.52	9/16/1951	NGVD 29
1251.5	9/17/1951	NGVD 29
1251.52	9/18/1951	NGVD 29
1251.54	9/19/1951	NGVD 29
1251.51	9/20/1951	NGVD 29
1251.48	9/21/1951	NGVD 29
1251.49	9/22/1951	NGVD 29
1251.49	9/23/1951	NGVD 29
1251.5	9/24/1951	NGVD 29
1251.51	9/25/1951	NGVD 29
1251.42	9/26/1951	NGVD 29
1251.27	9/27/1951	NGVD 29
1251.41	9/28/1951	NGVD 29
1251.48	9/29/1951	NGVD 29
1251.41	9/30/1951	NGVD 29
1251.4	10/1/1951	NGVD 29
1251.4	10/2/1951	NGVD 29
1251.41	10/3/1951	NGVD 29
1251.47	10/4/1951	NGVD 29
1251.42	10/5/1951	NGVD 29
1251.47	10/6/1951	NGVD 29
1251.42	10/7/1951	NGVD 29
1251.42	10/8/1951	NGVD 29
1251.45	10/9/1951	NGVD 29
1251.44	10/10/1951	NGVD 29
1251.42	10/11/1951	NGVD 29
1251.43	10/12/1951	NGVD 29
1251.45	10/13/1951	NGVD 29
1251.42	10/14/1951	NGVD 29
1251.46	10/15/1951	NGVD 29
1251.4	10/16/1951	NGVD 29
1251.47	10/17/1951	NGVD 29
1251.47	10/18/1951	NGVD 29
1251.48	10/19/1951	NGVD 29
1251.51	10/20/1951	NGVD 29
1251.54	10/21/1951	NGVD 29
1251.54	10/22/1951	NGVD 29
1251.59	10/23/1951	NGVD 29
1251.62	10/24/1951	NGVD 29
1251.58	10/25/1951	NGVD 29
1251.48	10/26/1951	NGVD 29
1251.51	10/27/1951	NGVD 29
1251.48	10/28/1951	NGVD 29
1251.49	10/29/1951	NGVD 29
1251.43	10/30/1951	NGVD 29
1251.5	10/31/1951	NGVD 29
1251.44	11/1/1951	NGVD 29
1251.5	11/2/1951	NGVD 29
1251.54	11/3/1951	NGVD 29
1251.41	11/4/1951	NGVD 29
1251.42	11/5/1951	NGVD 29
1251.42	11/6/1951	NGVD 29
1251.43	11/7/1951	NGVD 29
1251.44	11/8/1951	NGVD 29
1251.45	11/9/1951	NGVD 29
1251.45	11/10/1951	NGVD 29
1251.46	11/11/1951	NGVD 29
1251.47	11/12/1951	NGVD 29
1251.52	11/13/1951	NGVD 29
1251.47	11/14/1951	NGVD 29
1251.5	11/15/1951	NGVD 29
1251.52	11/16/1951	NGVD 29
1251.55	11/17/1951	NGVD 29
1251.57	11/18/1951	NGVD 29
1251.6	11/19/1951	NGVD 29
1251.59	11/20/1951	NGVD 29
1251.59	11/21/1951	NGVD 29
1251.58	11/22/1951	NGVD 29
1251.57	11/23/1951	NGVD 29
1251.58	11/24/1951	NGVD 29
1251.57	11/25/1951	NGVD 29
1251.56	11/26/1951	NGVD 29
1251.56	11/27/1951	NGVD 29
1251.56	11/28/1951	NGVD 29
1251.56	11/29/1951	NGVD 29
1251.56	11/30/1951	NGVD 29
1251.56	12/1/1951	NGVD 29
1251.56	12/2/1951	NGVD 29
1251.56	12/3/1951	NGVD 29
1251.53	12/4/1951	NGVD 29
1251.55	12/5/1951	NGVD 29
1251.56	12/6/1951	NGVD 29
1251.56	12/7/1951	NGVD 29
1251.57	12/8/1951	NGVD 29
1251.57	12/9/1951	NGVD 29
1251.58	12/10/1951	NGVD 29
1251.58	12/11/1951	NGVD 29
1251.59	12/12/1951	NGVD 29
1251.59	12/13/1951	NGVD 29
1251.59	12/14/1951	NGVD 29
1251.58	12/15/1951	NGVD 29
1251.59	12/16/1951	NGVD 29
1251.59	12/17/1951	NGVD 29
1251.57	12/18/1951	NGVD 29
1251.57	12/19/1951	NGVD 29
1251.57	12/20/1951	NGVD 29
1251.59	12/21/1951	NGVD 29
1251.6	12/22/1951	NGVD 29
1251.59	12/23/1951	NGVD 29
1251.59	12/24/1951	NGVD 29
1251.59	12/25/1951	NGVD 29
1251.58	12/26/1951	NGVD 29
1251.58	12/27/1951	NGVD 29
1251.58	12/28/1951	NGVD 29
1251.58	12/29/1951	NGVD 29
1251.58	12/30/1951	NGVD 29
1251.6	12/31/1951	NGVD 29
1251.65	1/1/1952	NGVD 29
1251.65	1/2/1952	NGVD 29
1251.65	1/3/1952	NGVD 29
1251.65	1/4/1952	NGVD 29
1251.65	1/5/1952	NGVD 29
1251.65	1/6/1952	NGVD 29
1251.62	1/7/1952	NGVD 29
1251.61	1/8/1952	NGVD 29
1251.61	1/9/1952	NGVD 29
1251.61	1/10/1952	NGVD 29
1251.63	1/11/1952	NGVD 29
1251.62	1/12/1952	NGVD 29
1251.61	1/13/1952	NGVD 29
1251.62	1/14/1952	NGVD 29
1251.7	1/15/1952	NGVD 29
1251.69	1/16/1952	NGVD 29
1251.69	1/17/1952	NGVD 29
1251.69	1/18/1952	NGVD 29
1251.67	1/19/1952	NGVD 29
1251.67	1/20/1952	NGVD 29
1251.68	1/21/1952	NGVD 29
1251.67	1/22/1952	NGVD 29
1251.68	1/23/1952	NGVD 29
1251.68	1/24/1952	NGVD 29
1251.69	1/25/1952	NGVD 29
1251.7	1/26/1952	NGVD 29
1251.7	1/27/1952	NGVD 29
1251.71	1/28/1952	NGVD 29
1251.71	1/29/1952	NGVD 29
1251.71	1/30/1952	NGVD 29
1251.7	1/31/1952	NGVD 29
1251.69	2/1/1952	NGVD 29
1251.67	2/2/1952	NGVD 29
1251.67	2/3/1952	NGVD 29
1251.68	2/4/1952	NGVD 29
1251.68	2/5/1952	NGVD 29
1251.68	2/6/1952	NGVD 29
1251.68	2/7/1952	NGVD 29
1251.67	2/8/1952	NGVD 29
1251.67	2/9/1952	NGVD 29
1251.66	2/10/1952	NGVD 29
1251.63	2/11/1952	NGVD 29
1251.6	2/12/1952	NGVD 29
1251.6	2/13/1952	NGVD 29
1251.6	2/14/1952	NGVD 29
1251.61	2/15/1952	NGVD 29
1251.61	2/16/1952	NGVD 29
1251.61	2/17/1952	NGVD 29
1251.66	2/18/1952	NGVD 29
1251.67	2/19/1952	NGVD 29
1251.69	2/20/1952	NGVD 29
1251.69	2/21/1952	NGVD 29
1251.69	2/22/1952	NGVD 29
1251.71	2/23/1952	NGVD 29
1251.71	2/24/1952	NGVD 29
1251.71	2/25/1952	NGVD 29
1251.7	2/26/1952	NGVD 29
1251.7	2/27/1952	NGVD 29
1251.7	2/28/1952	NGVD 29
1251.7	2/29/1952	NGVD 29
1251.71	3/1/1952	NGVD 29
1251.73	3/2/1952	NGVD 29
1251.73	3/3/1952	NGVD 29
1251.71	3/4/1952	NGVD 29
1251.71	3/5/1952	NGVD 29
1251.7	3/6/1952	NGVD 29
1251.72	3/7/1952	NGVD 29
1251.74	3/8/1952	NGVD 29
1251.74	3/9/1952	NGVD 29
1251.73	3/10/1952	NGVD 29
1251.72	3/11/1952	NGVD 29
1251.72	3/12/1952	NGVD 29
1251.72	3/13/1952	NGVD 29
1251.73	3/14/1952	NGVD 29
1251.74	3/15/1952	NGVD 29
1251.75	3/16/1952	NGVD 29
1251.76	3/17/1952	NGVD 29
1251.77	3/18/1952	NGVD 29
1251.79	3/19/1952	NGVD 29
1251.81	3/20/1952	NGVD 29
1251.8	3/21/1952	NGVD 29
1251.82	3/22/1952	NGVD 29
1251.88	3/23/1952	NGVD 29
1251.88	3/24/1952	NGVD 29
1251.87	3/25/1952	NGVD 29
1251.87	3/26/1952	NGVD 29
1251.87	3/27/1952	NGVD 29
1251.86	3/28/1952	NGVD 29
1251.86	3/29/1952	NGVD 29
1251.85	3/30/1952	NGVD 29
